curve_type,sample_id,x,density
posterior_predictive,pp_001,64.75099467095717,0.006542754337497712
posterior_predictive,pp_001,65.02604779621282,0.007146087099882779
posterior_predictive,pp_001,65.3011009214685,0.007817361882096823
posterior_predictive,pp_001,65.57615404672416,0.008567305135923563
posterior_predictive,pp_001,65.85120717197984,0.009408117397355175
posterior_predictive,pp_001,66.12626029723549,0.010353063054262163
posterior_predictive,pp_001,66.40131342249117,0.011415915265708251
posterior_predictive,pp_001,66.67636654774682,0.012610285577514249
posterior_predictive,pp_001,66.9514196730025,0.013948880248922144
posterior_predictive,pp_001,67.22647279825816,0.015442735133461848
posterior_predictive,pp_001,67.50152592351384,0.017100486920738376
posterior_predictive,pp_001,67.77657904876949,0.01892773957892817
posterior_predictive,pp_001,68.05163217402517,0.020926580057368343
posterior_predictive,pp_001,68.32668529928083,0.023095286128888212
posterior_predictive,pp_001,68.6017384245365,0.025428251647626188
posterior_predictive,pp_001,68.87679154979216,0.02791613138702353
posterior_predictive,pp_001,69.15184467504784,0.030546181216934202
posterior_predictive,pp_001,69.4268978003035,0.033302743293391925
posterior_predictive,pp_001,69.70195092555917,0.036167804848976234
posterior_predictive,pp_001,69.97700405081483,0.03912154796969196
posterior_predictive,pp_001,70.25205717607051,0.04214281026186416
posterior_predictive,pp_001,70.52711030132616,0.045209394026881615
posterior_predictive,pp_001,70.80216342658184,0.04829819267492755
posterior_predictive,pp_001,71.0772165518375,0.051385142438057925
posterior_predictive,pp_001,71.35226967709318,0.054445047311348325
posterior_predictive,pp_001,71.62732280234883,0.0574513571404792
posterior_predictive,pp_001,71.90237592760451,0.06037599586710813
posterior_predictive,pp_001,72.17742905286016,0.0631893353797526
posterior_predictive,pp_001,72.45248217811584,0.06586039064526227
posterior_predictive,pp_001,72.7275353033715,0.06835727817517401
posterior_predictive,pp_001,73.00258842862718,0.07064793926139148
posterior_predictive,pp_001,73.27764155388283,0.07270108911587418
posterior_predictive,pp_001,73.55269467913851,0.07448731900764669
posterior_predictive,pp_001,73.82774780439416,0.07598025424882529
posterior_predictive,pp_001,74.10280092964985,0.07715765769026513
posterior_predictive,pp_001,74.3778540549055,0.07800236620640451
posterior_predictive,pp_001,74.65290718016118,0.07850295639386895
